,id,timestamp,age_range,industry,job,job_context,annual_salary,add_compensation,currency,other_currency,income_context,country,state,all_experience,field_experience,education-level,gender,race
1381,1382,2021-04-28 12:18:57,25-34,Nonprofits,Administrative Specialist,NaN,62000,0.0,CAD,NaN,NaN,Canada,NaN,5-7 years,5-7 years,College degree,Woman,White
1382,1383,2021-04-28 12:20:09,25-34,Public affairs / PR,"Manager, Gov’t and Community Strategy",NaN,88000,8800.0,USD,NaN,NaN,United States,North Carolina,5-7 years,5-7 years,College degree,Woman,White
1383,1384,2021-04-28 12:21:00,25-34,Engineering or Manufacturing,Quality Manager,NaN,107000,10000.0,USD,NaN,NaN,United States,Connecticut,11 - 20 years,11 - 20 years,College degree,Man,White
1384,1385,2021-04-28 12:22:37,35-44,Computing or Tech,Program Manager,NaN,137000,50000.0,USD,NaN,NaN,United States,Texas,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Hispanic Latino or Spanish origin
1384,1385,2021-04-28 12:22:37,35-44,Computing or Tech,Program Manager,NaN,137000,50000.0,USD,NaN,NaN,United States,Texas,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
1385,1386,2021-04-28 12:22:52,35-44,Computing or Tech,Lead software engineer,NaN,162000,25000.0,USD,NaN,NaN,United States,Oregon,11 - 20 years,11 - 20 years,College degree,Man,White
1386,1387,2021-04-28 12:25:53,25-34,Education (Higher Education),IT Systems Administrator,NaN,75000,0.0,USD,NaN,NaN,United States,Wisconsin,8 - 10 years,8 - 10 years,Some college,Man,White
1387,1388,2021-04-28 12:25:59,25-34,"Marketing, Advertising & PR",Digital Marketing Specialist,NaN,45000,0.0,CAD,NaN,NaN,Canada,NaN,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
1388,1389,2021-04-28 12:26:49,45-54,Government and Public Administration,Personal Assistant,NaN,36100,500.0,GBP,NaN,NaN,United Kingdom,NaN,21 - 30 years,11 - 20 years,College degree,Woman,Black or African American
1389,1390,2021-04-28 12:32:36,25-34,Computing or Tech,Senior Software Engineer,NaN,171000,0.0,USD,NaN,"Also stock options, but those are a wildcard",United States,California,5-7 years,5-7 years,College degree,Woman,White
1390,1391,2021-04-28 12:32:52,25-34,Nonprofits,Community Engagement Director,NaN,46000,0.0,USD,NaN,NaN,United States,South Dakota,8 - 10 years,8 - 10 years,College degree,Woman,White
1391,1392,2021-04-28 12:37:15,35-44,Hospitality & Events,Dining Services Supervisor,NaN,42300,0.0,USD,NaN,NaN,United States,New York,8 - 10 years,11 - 20 years,Master's degree,Woman,White
1392,1393,2021-04-28 12:38:25,18-24,Computing or Tech,Technical Support Supervisor,NaN,50000,5000.0,USD,NaN,NaN,United States,New Hampshire,5-7 years,2 - 4 years,Some college,Man,White
1393,1394,2021-04-28 12:38:36,25-34,"Marketing, Advertising & PR",Research Manager,NaN,67000,0.0,USD,NaN,NaN,United States,New York,5-7 years,5-7 years,College degree,Woman,White
1394,1395,2021-04-28 12:38:51,25-34,Government and Public Administration,Lobbyist,NaN,85000,0.0,USD,NaN,NaN,United States,Alaska,5-7 years,5-7 years,Master's degree,Woman,White
1395,1396,2021-04-28 12:43:29,45-54,Engineering or Manufacturing,Software Engineer,NaN,80000,0.0,USD,NaN,NaN,United States,Wisconsin,21 - 30 years,21 - 30 years,College degree,Man,White
1396,1397,2021-04-28 12:53:03,25-34,"Marketing, Advertising & PR",Product Marketing Manager,NaN,85000,12750.0,USD,NaN,NaN,United States,New York,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
1397,1398,2021-04-28 12:53:24,25-34,Law,Associate - Labour & Employment,Attorney,150000,0.0,CAD,NaN,NaN,Canada,NaN,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
1398,1399,2021-04-28 12:55:18,35-44,Education (Higher Education),Librarian,NaN,64000,0.0,USD,NaN,NaN,United States,Utah,11 - 20 years,11 - 20 years,Master's degree,Woman,White
1399,1400,2021-04-28 13:01:53,35-44,Education (Higher Education),Executive Director,NaN,130000,0.0,USD,NaN,NaN,United States,New Hampshire,11 - 20 years,11 - 20 years,College degree,Woman,White
1400,1401,2021-04-28 13:02:33,55-64,Transport or Logistics,Truck Driver,NaN,60000,35000.0,USD,NaN,NaN,United States,South Carolina,41 years or more,41 years or more,High School,Man,White
1401,1402,2021-04-28 13:05:01,35-44,Health care,Associate General Counsel,NaN,180200,30000.0,USD,NaN,NaN,United States,Utah,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
1402,1403,2021-04-28 13:06:08,18-24,"Accounting, Banking & Finance",Financial Analyst,NaN,67275,2000.0,USD,NaN,NaN,United States,New Jersey,1 year or less,1 year or less,College degree,Woman,White
1403,1404,2021-04-28 13:06:41,25-34,"Marketing, Advertising & PR",PR Associate,NaN,77000,10000.0,USD,NaN,NaN,United States,Massachusetts,2 - 4 years,2 - 4 years,College degree,Woman,White
1404,1405,2021-04-28 13:07:59,25-34,Computing or Tech,Customer Success Manager,NaN,93000,10000.0,USD,NaN,NaN,United States,New York,2 - 4 years,2 - 4 years,College degree,Woman,White
1405,1406,2021-04-28 13:08:27,45-54,Law,Lead Counsel,NaN,190000,15000.0,USD,NaN,NaN,United States,Texas,11 - 20 years,11 - 20 years,NaN,Man,Another option not listed here or prefer not to answer
1406,1407,2021-04-28 13:09:21,25-34,Media & Digital,Senior Editor,NaN,91000,12000.0,USD,NaN,NaN,United States,Texas,8 - 10 years,8 - 10 years,PhD,Woman,White
1407,1408,2021-04-28 13:10:23,18-24,Nonprofits,Development Coordinator,NaN,58000,0.0,USD,NaN,NaN,United States,California,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
1408,1409,2021-04-28 13:11:14,25-34,Education (Higher Education),Web and Email Cordinator,NaN,43700,0.0,USD,NaN,NaN,United States,Minnesota,8 - 10 years,8 - 10 years,College degree,Woman,White
1409,1410,2021-04-28 13:12:10,25-34,Engineering or Manufacturing,Process Engineer,NaN,68500,3400.0,USD,NaN,NaN,United States,Iowa,5-7 years,2 - 4 years,College degree,Woman,White
1410,1411,2021-04-28 13:13:01,25-34,Education (Higher Education),Marketing Specialist,NaN,58500,0.0,USD,NaN,NaN,United States,Arizona,5-7 years,5-7 years,Master's degree,Woman,White
1411,1412,2021-04-28 13:19:03,35-44,Social Work,Emergency Duty Worker,After hours child protection emergencies.,47800,0.0,CAD,NaN,NaN,Canada,NaN,11 - 20 years,8 - 10 years,College degree,Woman,White
1412,1413,2021-04-28 13:19:12,25-34,Cannabis,Marketing Manager,NaN,60000,0.0,CAD,NaN,NaN,Canada,NaN,5-7 years,1 year or less,College degree,Woman,White
1413,1414,2021-04-28 13:23:27,25-34,Computing or Tech,Accountant,NaN,75000,0.0,USD,NaN,NaN,United States,Missouri,11 - 20 years,11 - 20 years,College degree,Woman,White
1414,1415,2021-04-28 13:29:41,25-34,Recruitment or HR,Global Payroll and Compensation Analyst,NaN,73600,0.0,USD,NaN,NaN,United States,California,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
1415,1416,2021-04-28 13:30:29,25-34,"Accounting, Banking & Finance",SRE,NaN,135000,10000.0,USD,NaN,NaN,United States,Colorado,5-7 years,1 year or less,College degree,Woman,White
1416,1417,2021-04-28 13:33:51,25-34,Utilities & Telecommunications,Sales Manager,NaN,75000,6000.0,CAD,NaN,6000 for vehicle,Canada,NaN,8 - 10 years,5-7 years,College degree,Woman,White
1417,1418,2021-04-28 13:34:05,25-34,"Marketing, Advertising & PR",Partnerships Manager,NaN,96000,0.0,USD,NaN,NaN,United States,Massachusetts,5-7 years,5-7 years,College degree,Woman,Hispanic Latino or Spanish origin
1417,1418,2021-04-28 13:34:05,25-34,"Marketing, Advertising & PR",Partnerships Manager,NaN,96000,0.0,USD,NaN,NaN,United States,Massachusetts,5-7 years,5-7 years,College degree,Woman,White
1418,1419,2021-04-28 13:34:39,25-34,Computing or Tech,Software Engineer,NaN,85000,8500.0,USD,NaN,NaN,United States,Texas,11 - 20 years,1 year or less,College degree,Man,Hispanic Latino or Spanish origin
1418,1419,2021-04-28 13:34:39,25-34,Computing or Tech,Software Engineer,NaN,85000,8500.0,USD,NaN,NaN,United States,Texas,11 - 20 years,1 year or less,College degree,Man,White
1419,1420,2021-04-28 13:35:51,35-44,Education (Higher Education),Human Resources Strategic Partner,NaN,97375,0.0,USD,NaN,NaN,United States,Pennsylvania,11 - 20 years,11 - 20 years,College degree,Woman,White
1420,1421,2021-04-28 13:35:51,25-34,Computing or Tech,Lead Developer,I am the leader of the whole development team at the company and also do accounting,145000,106000.0,USD,NaN,NaN,United States,California,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American
1421,1422,2021-04-28 13:36:07,25-34,Recruitment or HR,People Partner,Human Resources Specialist,72858,0.0,USD,NaN,NaN,United States,Wisconsin,8 - 10 years,8 - 10 years,College degree,Woman,Hispanic Latino or Spanish origin
1421,1422,2021-04-28 13:36:07,25-34,Recruitment or HR,People Partner,Human Resources Specialist,72858,0.0,USD,NaN,NaN,United States,Wisconsin,8 - 10 years,8 - 10 years,College degree,Woman,White
1422,1423,2021-04-28 13:36:24,35-44,Government and Public Administration,Human Resources Consultant,NaN,85500,0.0,CAD,NaN,NaN,Canada,NaN,11 - 20 years,8 - 10 years,College degree,Man,Asian or Asian American
1423,1424,2021-04-28 13:37:20,25-34,Insurance,Operations Coordinator,NaN,39000,500.0,USD,NaN,NaN,United States,Pennsylvania,8 - 10 years,5-7 years,College degree,Woman,White
1424,1425,2021-04-28 13:37:56,25-34,Recruitment or HR,Director of HR,NaN,80000,5000.0,CAD,NaN,NaN,Canada,NaN,8 - 10 years,2 - 4 years,College degree,Woman,White
1425,1426,2021-04-28 13:38:26,25-34,Recruitment or HR,"Assistant Team Lead, HR Operations",NaN,70000,4000.0,USD,NaN,My salary is not based on a 40 hour work week. My company requires employees to work either 42.5 or 45 hours depending on the position.,United States,Virginia,2 - 4 years,2 - 4 years,College degree,Woman,White
1426,1427,2021-04-28 13:38:54,25-34,Supply Chain,Senior Manager of Demand Planning,NaN,98736,7898.0,USD,NaN,NaN,United States,New York,11 - 20 years,8 - 10 years,College degree,Man,White
1427,1428,2021-04-28 13:40:07,25-34,Computing or Tech,Director of Product Management,NaN,205000,0.0,USD,NaN,NaN,United States,New York,11 - 20 years,8 - 10 years,Some college,Woman,White
1428,1429,2021-04-28 13:40:12,25-34,Health care,Customer Success Manager,NaN,69000,0.0,CAD,NaN,Company stock,Canada,NaN,5-7 years,2 - 4 years,College degree,Woman,Hispanic Latino or Spanish origin
1429,1430,2021-04-28 13:41:04,25-34,Insurance,Data analyst,NaN,88600,3000.0,USD,NaN,NaN,United States,Texas,8 - 10 years,2 - 4 years,Master's degree,Woman,White
1430,1431,2021-04-28 13:41:45,25-34,Computing or Tech,Software Engineer,NaN,84000,4000.0,USD,NaN,NaN,United States,Texas,5-7 years,8 - 10 years,Master's degree,Woman,White
1431,1432,2021-04-28 13:41:54,25-34,Computing or Tech,Geospatial Analyst,I make maps for the government,36550,2000.0,USD,NaN,NaN,United States,Tennessee,8 - 10 years,1 year or less,College degree,Woman,White
1432,1433,2021-04-28 13:43:11,35-44,Education (Primary/Secondary),Special Education Teacher,NaN,65000,7500.0,USD,NaN,NaN,United States,South Carolina,11 - 20 years,11 - 20 years,Master's degree,Woman,White
1433,1434,2021-04-28 13:43:11,35-44,Education (Higher Education),Administrative Manager,NaN,70000,0.0,USD,NaN,NaN,United States,Texas,11 - 20 years,11 - 20 years,College degree,Woman,White
1434,1435,2021-04-28 13:44:08,35-44,Sales,Account Director,NaN,75000,40000.0,USD,NaN,"Addtl comp above is earned commission, not bonuses/OT",United States,Minnesota,11 - 20 years,8 - 10 years,Master's degree,Man,White
1435,1436,2021-04-28 13:44:10,45-54,Computing or Tech,Director of Software Engineering,NaN,166000,0.0,USD,NaN,NaN,United States,Colorado,31 - 40 years,31 - 40 years,College degree,Woman,White
1436,1437,2021-04-28 13:45:05,35-44,Computing or Tech,Web developer,NaN,65000,0.0,USD,NaN,NaN,United States,Minnesota,1 year or less,1 year or less,College degree,Man,White
1437,1438,2021-04-28 13:45:16,25-34,Computing or Tech,Operations Manager,NaN,15100,20000.0,USD,NaN,Bonus is guaranteed,United States,California,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
1438,1439,2021-04-28 13:45:21,25-34,Education (Higher Education),Administrative Coordinator,NaN,60000,0.0,USD,NaN,NaN,United States,New Jersey,8 - 10 years,8 - 10 years,Master's degree,Woman,White
1439,1440,2021-04-28 13:45:54,25-34,Nonprofit - legal department,Paralegal,NaN,69000,0.0,USD,NaN,NaN,United States,District of Columbia,5-7 years,2 - 4 years,College degree,Woman,White
1440,1441,2021-04-28 13:46:08,18-24,Computing or Tech,Security Analyst,Embedded security,100000,1000.0,USD,NaN,"I work for a company located in San Francisco, but I live in Chicago and the salary is adjusted for cost of living.",United States,Illinois,2 - 4 years,2 - 4 years,Some college,Other or prefer not to answer,White
1441,1442,2021-04-28 13:46:13,35-44,Education (Higher Education),Programme Delivery Manager,NaN,30000,0.0,GBP,NaN,NaN,United Kingdom,NaN,11 - 20 years,11 - 20 years,High School,Woman,White
1442,1443,2021-04-28 13:46:32,25-34,Nonprofits,Director of Operations and Programs,NaN,70000,1000.0,USD,NaN,"Because we are a small nonprofit, I receive $450/month to cover insurance, which I buy myself on the exchange.",United States,Colorado,8 - 10 years,8 - 10 years,Master's degree,Woman,Hispanic Latino or Spanish origin
1442,1443,2021-04-28 13:46:32,25-34,Nonprofits,Director of Operations and Programs,NaN,70000,1000.0,USD,NaN,"Because we are a small nonprofit, I receive $450/month to cover insurance, which I buy myself on the exchange.",United States,Colorado,8 - 10 years,8 - 10 years,Master's degree,Woman,White
1443,1444,2021-04-28 13:47:30,25-34,Engineering or Manufacturing,Design Engineer,NaN,123800,5000.0,USD,NaN,NaN,United States,Washington,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American
1444,1445,2021-04-28 13:48:40,25-34,Pharmaceutical Research,Senior Research Associate,NaN,63000,1000.0,USD,NaN,NaN,United States,California,2 - 4 years,2 - 4 years,College degree,Woman,Hispanic Latino or Spanish origin
1444,1445,2021-04-28 13:48:40,25-34,Pharmaceutical Research,Senior Research Associate,NaN,63000,1000.0,USD,NaN,NaN,United States,California,2 - 4 years,2 - 4 years,College degree,Woman,White
1445,1446,2021-04-28 13:49:31,25-34,Art & Design,Lead graphic designer,NaN,100000,0.0,USD,NaN,NaN,United States,New York,8 - 10 years,8 - 10 years,College degree,Woman,White
1446,1447,2021-04-28 13:49:36,25-34,Computing or Tech,Data Engineer,NaN,154000,0.0,USD,NaN,NaN,United States,District of Columbia,2 - 4 years,2 - 4 years,Master's degree,Woman,Another option not listed here or prefer not to answer
1447,1448,2021-04-28 13:50:54,35-44,Computing or Tech,Content Manager,NaN,75000,10000.0,USD,NaN,NaN,United States,Idaho,8 - 10 years,8 - 10 years,College degree,Woman,White
1448,1449,2021-04-28 13:51:03,25-34,Law,Attorney,NaN,190000,15000.0,USD,NaN,NaN,United States,Massachusetts,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
1448,1449,2021-04-28 13:51:03,25-34,Law,Attorney,NaN,190000,15000.0,USD,NaN,NaN,United States,Massachusetts,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
1449,1450,2021-04-28 13:51:31,35-44,Education (Higher Education),Head Swimming & Diving Coach (NCAA Division II),NaN,36000,0.0,USD,NaN,NaN,United States,Ohio,11 - 20 years,11 - 20 years,Master's degree,Man,White
1450,1451,2021-04-28 13:51:58,45-54,"Accounting, Banking & Finance",Accounts receivable supervisor,NaN,60000,2500.0,USD,NaN,NaN,United States,North Carolina,31 - 40 years,11 - 20 years,Some college,Woman,White
1451,1452,2021-04-28 13:52:15,45-54,Education (Higher Education),Executive Director of Human Resources,NaN,110000,0.0,USD,NaN,NaN,United States,Oklahoma,21 - 30 years,21 - 30 years,College degree,Woman,White
1452,1453,2021-04-28 13:52:34,35-44,Health care,physician,Emergency Medicine,240000,20000.0,USD,NaN,Currently 0.6 FTE,United States,California,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Another option not listed here or prefer not to answer
1453,1454,2021-04-28 13:54:07,35-44,Engineering or Manufacturing,Controller,NaN,124000,24000.0,USD,NaN,Bonus based on performance of company and isn't guaranteed.,United States,Washington,11 - 20 years,11 - 20 years,Master's degree,Woman,White
1454,1455,2021-04-28 13:54:12,18-24,"Accounting, Banking & Finance",Customer Service Team Member,NaN,25000,0.0,GBP,NaN,NaN,United Kingdom,NaN,2 - 4 years,1 year or less,High School,Man,White
1455,1456,2021-04-28 13:54:26,35-44,Education (Higher Education),Assistant Professor of Instruction,NaN,66000,0.0,USD,NaN,NaN,United States,Illinois,11 - 20 years,11 - 20 years,PhD,Woman,White
1456,1457,2021-04-28 13:54:30,45-54,Nonprofits,Administrative Director,NaN,34320,0.0,USD,NaN,NaN,United States,Oklahoma,21 - 30 years,21 - 30 years,Master's degree,Woman,White
1457,1458,2021-04-28 13:55:59,25-34,Recruitment or HR,Staffing Coordinator,recruiter for a temporary staffing agency,28080,900.0,USD,NaN,hourly pay plus commission,United States,Virginia,5-7 years,2 - 4 years,College degree,Woman,White
1458,1459,2021-04-28 13:56:16,25-34,Law,Legal Assistant,Work at a law school,68000,1000.0,USD,NaN,NaN,United States,California,2 - 4 years,2 - 4 years,College degree,Woman,White
